Report flow stats +1400.000000ms, Current measuring time +100.000000ms
	Flow 1 (14.0.0.5:2123 -> 14.0.0.6:2123) proto UDP
		Tx Bytes:   52
		TxOffered:  0.000416 Mbps
		Rx Packets: 1
		Rx Bytes:   52
		RxDuration: 1.000000 s
		Throughput: 0.000416 Mbps
		Mean delay: +4.171427ms 
		Last packet delay: +4.171427ms 
		Mean jitter: +0.000000ms
	Flow 24 (10.0.2.2:49174 -> 7.0.0.23:4000) proto TCP
		Tx Packets: 1
		Tx Bytes:   52
		TxOffered:  0.000416 Mbps
		Rx Packets: 1
		Rx Bytes:   52
		RxDuration: 1.000000 s
		Throughput: 0.000416 Mbps
		Mean delay: +4.207141ms 
		Last packet delay: +4.207141ms 
		Mean jitter: +0.000000ms
	Flow 25 (10.0.2.2:49175 -> 7.0.0.24:4000) proto TCP
		Tx Packets: 1
		Tx Bytes:   52
		TxOffered:  0.000416 Mbps
		Rx Packets: 1
		Rx Bytes:   52
		RxDuration: 1.000000 s
		Throughput: 0.000416 Mbps
		Mean delay: +3.778569ms 
		Last packet delay: +3.778569ms 
		Mean jitter: +0.000000ms
	Flow 26 (10.0.2.2:49176 -> 7.0.0.25:4000) proto TCP
		Tx Packets: 1
		Tx Bytes:   52
		TxOffered:  0.000416 Mbps
		Rx Packets: 1
		Rx Bytes:   52
		RxDuration: 1.000000 s
		Throughput: 0.000416 Mbps
		Mean delay: +3.849997ms 
		Last packet delay: +3.849997ms 
		Mean jitter: +0.000000ms
	Flow 27 (10.0.2.2:49177 -> 7.0.0.26:4000) proto TCP
		Tx Packets: 1
		Tx Bytes:   52
		TxOffered:  0.000416 Mbps
		Rx Packets: 1
		Rx Bytes:   52
		RxDuration: 1.000000 s
		Throughput: 0.000416 Mbps
		Mean delay: +3.885711ms 
		Last packet delay: +3.885711ms 
		Mean jitter: +0.000000ms
	Flow 28 (10.0.2.2:49178 -> 7.0.0.27:4000) proto TCP
		Tx Packets: 1
		Tx Bytes:   52
		TxOffered:  0.000416 Mbps
		Rx Packets: 1
		Rx Bytes:   52
		RxDuration: 1.000000 s
		Throughput: 0.000416 Mbps
		Mean delay: +3.921425ms 
		Last packet delay: +3.921425ms 
		Mean jitter: +0.000000ms
	Flow 29 (10.0.2.2:49179 -> 7.0.0.28:4000) proto TCP
		Tx Packets: 1
		Tx Bytes:   52
		TxOffered:  0.000416 Mbps
		Rx Packets: 1
		Rx Bytes:   52
		RxDuration: 1.000000 s
		Throughput: 0.000416 Mbps
		Mean delay: +3.957139ms 
		Last packet delay: +3.957139ms 
		Mean jitter: +0.000000ms
	Flow 30 (10.0.2.2:49180 -> 7.0.0.29:4000) proto TCP
		Tx Packets: 1
		Tx Bytes:   52
		TxOffered:  0.000416 Mbps
		Rx Packets: 1
		Rx Bytes:   52
		RxDuration: 1.000000 s
		Throughput: 0.000416 Mbps
		Mean delay: +3.992853ms 
		Last packet delay: +3.992853ms 
		Mean jitter: +0.000000ms
	Flow 31 (10.0.2.2:49181 -> 7.0.0.30:4000) proto TCP
		Tx Packets: 1
		Tx Bytes:   52
		TxOffered:  0.000416 Mbps
		Rx Packets: 1
		Rx Bytes:   52
		RxDuration: 1.000000 s
		Throughput: 0.000416 Mbps
		Mean delay: +3.028567ms 
		Last packet delay: +3.028567ms 
		Mean jitter: +0.000000ms
	Flow 32 (10.0.2.2:49182 -> 7.0.0.31:4000) proto TCP
		Tx Packets: 1
		Tx Bytes:   52
		TxOffered:  0.000416 Mbps
		Rx Packets: 1
		Rx Bytes:   52
		RxDuration: 1.000000 s
		Throughput: 0.000416 Mbps
		Mean delay: +3.064281ms 
		Last packet delay: +3.064281ms 
		Mean jitter: +0.000000ms


	Mean flow throughput: 0.000201 Mbps
	Mean flow delay: +1.838708ms
	Median flow delay: +0.000000ms
